#;Callsign;Departure_Time;Destination Info;Origin Info;Routing;Aircraft Type;Cruise Speed (knots);km/h;Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path;Altitude;Speed;Speed_multiplied
18;TR2466;05.05.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[145,425,425,425,150];[1160, 3400, 3400, 3400, 1200]
19;3K687;05.06.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[160,490,490,490,155];[1280, 3920, 3920, 3920, 1240]
20;MI342;05.06.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,12000];[145,490,490,490,155];[1160, 3920, 3920, 3920, 1240]
21;AK718;05.06.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[145,400,400,400,160];[1160, 3200, 3200, 3200, 1280]
22;AK720;05.07.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;22.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[155,450,450,450,160];[1240, 3600, 3600, 3600, 1280]
23;SQ106;05.07.20;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;09.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,7000];[160,450,450,450,150];[1280, 3600, 3600, 3600, 1200]
24;SQ116;05.07.40;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;17.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[145,425,425,425,145];[1160, 3400, 3400, 3400, 1160]
25;SQ118;05.08.00;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;19.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[160,490,490,490,145];[1280, 3920, 3920, 3920, 1160]
26;MH602;05.08.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;07.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[145,490,490,490,155];[1160, 3920, 3920, 3920, 1240]
27;MI322;05.08.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[160,425,425,425,160];[1280, 3400, 3400, 3400, 1280]
28;MI324;05.09.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[145,400,400,400,160];[1160, 3200, 3200, 3200, 1280]
29;MH604;05.09.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[155,490,490,490,150];[1240, 3920, 3920, 3920, 1200]
30;MH614;05.09.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[150,425,425,425,160];[1200, 3400, 3400, 3400, 1280]
31;MH628;05.10.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[150,400,400,400,155];[1200, 3200, 3200, 3200, 1240]
32;MH606;05.10.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[150,490,490,490,150];[1200, 3920, 3920, 3920, 1200]
33;OD802;05.10.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[145,500,500,500,150];[1160, 4000, 4000, 4000, 1200]
34;MH624;05.11.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,7000];[145,400,400,400,160];[1160, 3200, 3200, 3200, 1280]
35;MH620;05.11.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,12000];[150,450,450,450,155];[1200, 3600, 3600, 3600, 1240]
36;MH608;05.11.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[145,450,450,450,145];[1160, 3600, 3600, 3600, 1160]
37;MH616;05.12.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[150,450,450,450,155];[1200, 3600, 3600, 3600, 1240]
38;MH610;05.12.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[145,500,500,500,145];[1160, 4000, 4000, 4000, 1160]
39;OD806;05.12.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[155,475,475,475,160];[1240, 3800, 3800, 3800, 1280]
40;WY824;05.13.00;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL240;01.00.00;08.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[155,500,500,500,155];[1240, 4000, 4000, 4000, 1240]
41;OD804;05.13.20;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;13.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[155,425,425,425,150];[1240, 3400, 3400, 3400, 1200]
42;MI340;05.13.40;WMKK;WSSS;WSSS_WMKK;A319;450;;390;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[145,425,425,425,155];[1160, 3400, 3400, 3400, 1240]
43;OD808;05.14.00;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;18.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[160,490,490,490,145];[1280, 3920, 3920, 3920, 1160]
44;MI320;05.14.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;07.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[160,400,400,400,150];[1280, 3200, 3200, 3200, 1200]
45;3K683;05.14.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[155,425,425,425,155];[1240, 3400, 3400, 3400, 1240]
46;AK700;05.15.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[150,475,475,475,145];[1200, 3800, 3800, 3800, 1160]
47;AK702;05.15.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[145,475,475,475,155];[1160, 3800, 3800, 3800, 1240]
48;3K663;05.15.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[145,450,450,450,160];[1160, 3600, 3600, 3600, 1280]
49;TR2454;05.16.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[150,490,490,490,160];[1200, 3920, 3920, 3920, 1280]
50;MI326;05.16.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[160,490,490,490,145];[1280, 3920, 3920, 3920, 1160]
51;AK704;05.16.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[155,450,450,450,145];[1240, 3600, 3600, 3600, 1160]
52;AK706;05.17.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;12.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[145,475,475,475,160];[1160, 3800, 3800, 3800, 1280]
53;MI328;05.17.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[155,490,490,490,150];[1240, 3920, 3920, 3920, 1200]
54;3K685;05.17.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,12000];[160,490,490,490,145];[1280, 3920, 3920, 3920, 1160]
55;AK710;05.18.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;14.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[155,475,475,475,155];[1240, 3800, 3800, 3800, 1240]
56;AK712;05.18.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;15.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,7000];[150,500,500,500,155];[1200, 4000, 4000, 4000, 1240]
57;MI330;05.18.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;16.25.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[145,500,500,500,150];[1160, 4000, 4000, 4000, 1200]
58;AK714;05.19.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[160,425,425,425,145];[1280, 3400, 3400, 3400, 1160]
59;TR2464;05.19.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[155,450,450,450,155];[1240, 3600, 3600, 3600, 1240]
60;AK716;05.19.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,12000];[150,475,475,475,150];[1200, 3800, 3800, 3800, 1200]
61;TR2466;05.20.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[155,490,490,490,160];[1240, 3920, 3920, 3920, 1280]
62;3K687;05.20.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,12000];[155,400,400,400,145];[1240, 3200, 3200, 3200, 1160]
63;MI342;05.20.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,7000];[150,475,475,475,145];[1200, 3800, 3800, 3800, 1160]
64;AK718;05.21.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;21.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[160,425,425,425,145];[1280, 3400, 3400, 3400, 1160]
65;AK720;05.21.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;22.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[155,475,475,475,160];[1240, 3800, 3800, 3800, 1280]
66;SQ106;05.21.40;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;09.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[145,425,425,425,155];[1160, 3400, 3400, 3400, 1240]
67;SQ116;05.22.00;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;17.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[160,490,490,490,155];[1280, 3920, 3920, 3920, 1240]
68;SQ118;05.22.20;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL200;01.00.00;19.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[160,425,425,425,145];[1280, 3400, 3400, 3400, 1160]
69;MH602;05.22.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;07.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[155,450,450,450,160];[1240, 3600, 3600, 3600, 1280]
70;MI322;05.23.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[150,475,475,475,160];[1200, 3800, 3800, 3800, 1280]
71;MI324;05.23.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[160,475,475,475,155];[1280, 3800, 3800, 3800, 1240]
72;MH604;05.23.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;10.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[150,400,400,400,145];[1200, 3200, 3200, 3200, 1160]
73;MH614;05.24.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;12.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[145,425,425,425,160];[1160, 3400, 3400, 3400, 1280]
74;MH628;05.24.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;13.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,7000];[160,450,450,450,155];[1280, 3600, 3600, 3600, 1240]
75;MH606;05.24.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;14.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,7000];[155,425,425,425,160];[1240, 3400, 3400, 3400, 1280]
76;OD802;05.25.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;15.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[145,450,450,450,155];[1160, 3600, 3600, 3600, 1240]
77;MH624;05.25.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;16.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[145,500,500,500,155];[1160, 4000, 4000, 4000, 1240]
78;MH620;05.25.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[145,425,425,425,145];[1160, 3400, 3400, 3400, 1160]
79;MH608;05.26.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;19.05.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,12000];[150,450,450,450,150];[1200, 3600, 3600, 3600, 1200]
80;MH616;05.26.20;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;20.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[150,450,450,450,155];[1200, 3600, 3600, 3600, 1240]
81;MH610;05.26.40;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,7000];[150,400,400,400,160];[1200, 3200, 3200, 3200, 1280]
82;OD806;05.27.00;WMKK;WSSS;WSSS_WMKK;B738;460;;410;FL240;01.00.00;22.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,7000];[145,500,500,500,150];[1160, 4000, 4000, 4000, 1200]
83;WY824;05.27.20;WMKK;WSSS;WSSS_WMKK;A330;470;;410;FL240;01.00.00;08.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[150,490,490,490,150];[1200, 3920, 3920, 3920, 1200]
84;OD804;05.27.40;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;13.20.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,12000];[150,490,490,490,155];[1200, 3920, 3920, 3920, 1240]
85;MI340;05.28.00;WMKK;WSSS;WSSS_WMKK;A319;450;;390;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[155,450,450,450,150];[1240, 3600, 3600, 3600, 1200]
86;OD808;05.28.20;WMKK;WSSS;WSSS_WMKK;B739;460;;410;FL240;01.00.00;18.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[155,475,475,475,150];[1240, 3800, 3800, 3800, 1200]
87;MI320;05.28.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;07.00.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[160,400,400,400,160];[1280, 3200, 3200, 3200, 1280]
88;3K683;05.29.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[145,475,475,475,145];[1160, 3800, 3800, 3800, 1160]
89;AK700;05.29.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;08.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,12000];[155,475,475,475,160];[1240, 3800, 3800, 3800, 1280]
90;AK702;05.29.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[145,500,500,500,160];[1160, 4000, 4000, 4000, 1280]
91;3K663;05.30.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[155,450,450,450,160];[1240, 3600, 3600, 3600, 1280]
92;TR2454;05.30.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;10.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[155,500,500,500,160];[1240, 4000, 4000, 4000, 1280]
93;MI326;05.30.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.15.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,12000];[155,500,500,500,145];[1240, 4000, 4000, 4000, 1160]
94;AK704;05.31.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;11.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[155,450,450,450,155];[1240, 3600, 3600, 3600, 1240]
95;AK706;05.31.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;12.40.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,12000];[150,425,425,425,145];[1200, 3400, 3400, 3400, 1160]
96;MI328;05.31.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.45.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,7000];[150,490,490,490,145];[1200, 3920, 3920, 3920, 1160]
97;3K685;05.32.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;13.50.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,7000];[150,490,490,490,155];[1200, 3920, 3920, 3920, 1240]
98;AK710;05.32.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;14.30.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,7000];[155,490,490,490,155];[1240, 3920, 3920, 3920, 1240]
99;AK712;05.32.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;15.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,7000];[155,475,475,475,155];[1240, 3800, 3800, 3800, 1240]
100;MI330;05.33.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;16.25.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,7000];[145,450,450,450,145];[1160, 3600, 3600, 3600, 1160]
101;AK714;05.33.20;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,12000];[145,490,490,490,155];[1160, 3920, 3920, 3920, 1240]
102;TR2464;05.33.40;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;17.35.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,12000];[160,425,425,425,150];[1280, 3400, 3400, 3400, 1200]
103;AK716;05.34.00;WMKK;WSSS;WSSS_WMKK;A320;450;;410;FL260;01.00.00;20.10.00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,12000];[160,425,425,425,160];[1280, 3400, 3400, 3400, 1280]
